category,food_name,calories_kcal_per_100g,fat_g_per_100g,carbs_g_per_100g
"IRAT5Z42SD","安佳 淡奶油","350","36.4","3.7"
"IRAT5Z42SD","安佳 黄油(无盐)","740","82.9","0.6"
"IRAT5Z42SD","安佳 黄油(有盐)","733.33","80","0"
"IRAT5Z42SD","白脱(食品工业)","744","82.7","0"
"IRAT5Z42SD","百伦泰醇正奶油味黄油(无盐)","730.4","82","1"
"IRAT5Z42SD","保利 微酸低脂奶油","201","18","5.6"
"IRAT5Z42SD","德运 黄油","722.04","81","0.7"
"IRAT5Z42SD","德运 Devondale涂抹黄油","719","81","1"
"IRAT5Z42SD","多美鲜 黄油","785.29","85.71","0"
"IRAT5Z42SD","多美鲜 咖啡鲜奶油","117","10","4"
"IRAT5Z42SD","多美鲜 喷射奶油","272.23","26","8"
"IRAT5Z42SD","多美鲜 无盐黄油","179.25","82.9","0"
"IRAT5Z42SD","多鲜美 多美鲜 植物黄油","363.29","41","0.2"
"IRAT5Z42SD","花唛 软滑黄油","625","69","0.8"
"IRAT5Z42SD","黄油","888","98","0"
"IRAT5Z42SD","黄油渣","599","43.8","40"
"IRAT5Z42SD","荟食 面包黄油","900","99","0"
"IRAT5Z42SD","健安喜 鱼油","714.29","71.43","21.43"
"IRAT5Z42SD","金龙鱼 深海鱼油(调和油)","884","100","0"
"IRAT5Z42SD","乐购 LARD(猪油)","900","99.8","0"
"IRAT5Z42SD","蒙牛 缔芝特烟熏味早餐奶酪","348.23","25","14.1"
"IRAT5Z42SD","奶油","879","97","0.9"
"IRAT5Z42SD","奶油(焦克)","447","48.3","0"
"IRAT5Z42SD","琪雷萨 稀奶油","346.08","36","2.7"
"IRAT5Z42SD","雀巢 淡奶油(稀奶油)","326.24","35.5","2"
"IRAT5Z42SD","乳玛琳 含多量植物性食用奶油","740","80","0"
"IRAT5Z42SD","森永 动植物混合淡奶油","427.5","45.75","2.3"
"IRAT5Z42SD","盛世金威 焙烤调理奶油(蛋挞专用)","320.27","18.2","30.5"
"IRAT5Z42SD","天美华乳 黄油","898.18","99.8","0"
"IRAT5Z42SD","铁塔 淡奶油","329.83","35","2.9"
"IRAT5Z42SD","威士宝无盐黄油","757","83.2","1"
"IRAT5Z42SD","新誉 耐焙烤调理奶油","217.73","14.2","26"
"IRAT5Z42SD","鸭油(炼)","897","99.7","0"
"IRAT5Z42SD","羊油","824","88","8"
"IRAT5Z42SD","羊油(炼)","895","99","0.9"
"IRAT5Z42SD","银宝 淡黄油","728.97","82","1"
"IRAT5Z42SD","银宝 清淡稀奶油","537.76","60","0.4"
"IRAT5Z42SD","银宝 软黄油","717.02","80","0.6"
"IRAT5Z42SD","银宝 无盐软黄油","713.67","80","0.5"
"IRAT5Z42SD","银宝 咸黄油","728.97","82","1"
"IRAT5Z42SD","源天然 焙烤调理奶油(蛋挞专用)","320.27","18.2","30.5"
"IRAT5Z42SD","众品 香猪油","884.32","100","0"
"IRAT5Z42SD","总统 超高温消毒低脂奶油(4%)","76","4","6.9"
"IRAT5Z42SD","总统 牌超高温消毒淡奶油(35.1%脂肪含量)","331.02","35.1","3.1"
"IRAT5Z42SD","总统 牌淡味黄油棒","729.92","82","0"
"IRAT5Z42SD","总统 牌咸味黄油块","712.24","80","0"
"IRAT5Z42SD","总统 咸味黄油","712.24","80","0"
"IRAT5Z42SD","Allowuie zero黄油","733.33","80","0"
"IRAT5Z42SD","BIONA 向日葵黄油","720","80","0.1"
"IRAT5Z42SD","Dr.Oetker欧特家博士 Dr.Oetker 柠檬风味奶油","318","28","14"
"IRAT5Z42SD","Dr.Oetker欧特家博士 Dr.Oetker 巧克力风味奶油","320","28","13"
"IRAT5Z42SD","Du darfst 低卡黄油","364","39","0.6"
"IRAT5Z42SD","Farmdale 奶油","294","27.6","8.7"
"IRAT5Z42SD","FLORA 低脂黄油","324","35","0.1"
"IRAT5Z42SD","FLORA 软滑植物牛油","630","70","1"
"IRAT5Z42SD","Fruit d' Or fruit d'or butter","320","35","1"
"IRAT5Z42SD","Homagold 低卡黄油","359","39","1"
"IRAT5Z42SD","Lucerne 酸奶油","200","16.67","6.67"
"IRAT5Z42SD","Meggle黄油(蒜味)","582","62","4.2"
"IRAT5Z42SD","NJOY 咖啡奶油","500","0","50"
"JSNC9WDKIF","白蘑菇(鲜)","29","0.4","3.8"
"JSNC9WDKIF","白牛肝菌","35","0.4","4.5"
"JSNC9WDKIF","白牛肝菌(干)","296","1.6","53.3"
"JSNC9WDKIF","波力 即食香菇","376.67","14","56.5"
"JSNC9WDKIF","草菇","27","0.2","4.3"
"JSNC9WDKIF","茶树菇(干)","309","2.6","56.1"
"JSNC9WDKIF","大褐菇","22","0.34","2.28"
"JSNC9WDKIF","大红菇(干)","263","2.8","50.9"
"JSNC9WDKIF","傣旺 云南菌 鸡枞香辣味","410.78","23.8","49.1"
"JSNC9WDKIF","傣旺 云南菌 牛肝菌香辣味","343.14","13.4","49.1"
"JSNC9WDKIF","地衣(水浸)","10","0","1.8"
"JSNC9WDKIF","冬菇(干)","277","1.3","64.6"
"JSNC9WDKIF","丰科仙菇道白玉菇","25.81","0.1","2.5"
"JSNC9WDKIF","丰驿特级香菇","179","1.4","24.5"
"JSNC9WDKIF","菇木真 姬松茸","294.22","1.2","32.3"
"JSNC9WDKIF","菇木真 金钱菇","274.38","1.2","61.7"
"JSNC9WDKIF","菇木真 木耳","264.58","1.5","65.6"
"JSNC9WDKIF","古龙 蘑菇罐头","20","0","3"
"JSNC9WDKIF","广益发 寿司海苔","585.8","44.1","27.5"
"JSNC9WDKIF","海带(浸)","16","0.1","3"
"JSNC9WDKIF","海带(鲜)","13","0.1","2.1"
"JSNC9WDKIF","海带菜(鲜，姑香牌)","112","7.5","15.3"
"JSNC9WDKIF","宏绿 山珍菇","62.62","2.5","3"
"JSNC9WDKIF","鸿喜菇","27.3","0.5","3.1"
"JSNC9WDKIF","猴头菇","21","0.2","4.9"
"JSNC9WDKIF","黄蘑(干)","284","6.4","46.9"
"JSNC9WDKIF","黄蘑(水发)","30","0.4","4.8"
"JSNC9WDKIF","黄皮牛肝菌","32","0.1","5.3"
"JSNC9WDKIF","黄伞菇(干)","294","3.2","57.5"
"JSNC9WDKIF","鸡枞(干)","297","3.7","44.8"
"JSNC9WDKIF","鸡枞(油炸)","646","66.3","10.2"
"JSNC9WDKIF","鸡枞花","18","0.3","1.8"
"JSNC9WDKIF","鸡枞菌","19","0.2","2.5"
"JSNC9WDKIF","鸡腿菇(干)","294","2","51.8"
"JSNC9WDKIF","鸡油菌","26","0.3","5.1"
"JSNC9WDKIF","金针菇","32","0.4","6"
"JSNC9WDKIF","金针菇(罐装)","26","0","6.7"
"JSNC9WDKIF","嚼嚼香香菇丝茸","545.38","43.4","38"
"JSNC9WDKIF","菌之泰香辣杏鲍菇","94","2.8","9"
"JSNC9WDKIF","康之嘉 手抓饼专用香辣金针菇","81.26","4.8","0.5"
"JSNC9WDKIF","口蘑(白蘑、干)","277","3.3","31.6"
"JSNC9WDKIF","绿巨人 切片蘑菇","20.83","0","3.33"
"JSNC9WDKIF","孟都牌 清水草菇","21.99","0.2","2.7"
"JSNC9WDKIF","蘑菇(干)","294","4.6","52.7"
"JSNC9WDKIF","木耳(干)","265","1.5","65.6"
"JSNC9WDKIF","木耳(水发)","27","0.2","6"
"JSNC9WDKIF","木耳(鲜)","25","0.04","6.75"
"JSNC9WDKIF","牛眼睛菌","41","0.3","6.6"
"JSNC9WDKIF","农家小菜 好菜郎油焖金针菇","113.53","9.7","3.8"
"JSNC9WDKIF","品世 香蕈鸡枞菌(鲜香味)","355.16","25.8","16.5"
"JSNC9WDKIF","品世 香蕈牛肝菌(麻辣味)","372.85","28.1","15.8"
"JSNC9WDKIF","品世香蕈鸡枞菌(麻辣味)","386.95","30.1","15.5"
"JSNC9WDKIF","平菇","17","0.1","3.2"
"JSNC9WDKIF","普中红蘑(干)","263","0.7","58.1"
"JSNC9WDKIF","俏渔郎 原味鲜紫菜","130.26","6","10"
"JSNC9WDKIF","青戈 素鲍鱼(白灵菇)","22.94","0","2.7"
"JSNC9WDKIF","清净园 包饭海苔","500","33.33","33.33"
"JSNC9WDKIF","琼脂","311","0.2","76.3"
"JSNC9WDKIF","裙带菜","45","0.64","9.14"
"JSNC9WDKIF","裙带菜(干)","219","1.7","41.5"
"JSNC9WDKIF","茸珍雪白金菇","41","0.5","5.4"
"JSNC9WDKIF","乳牛肝菌(干)","264","2.8","66"
"JSNC9WDKIF","森元九道菇白玉菌菇","26.05","0.1","2.4"
"JSNC9WDKIF","深海紫菜徽王食品","254.3","1.1","44.1"
"JSNC9WDKIF","圣王食品 即食百灵菇","34.18","0.38","4.1"
"JSNC9WDKIF","双孢蘑菇","26","0.1","2.7"
"JSNC9WDKIF","苔菜(干)","167","0.4","26.3"
"JSNC9WDKIF","陶老大 黄焖蘑菇","160.13","8.1","20.2"
"JSNC9WDKIF","王裔佳有机紫菜","234.23","0","27.5"
"JSNC9WDKIF","乡下厨房 村菇 杏鲍菇(野山椒味)","50.67","0","6.5"
"JSNC9WDKIF","香菇(干)","274","1.2","61.7"
"JSNC9WDKIF","香菇(鲜)","26","0.3","5.2"
"JSNC9WDKIF","香辣传奇 香辣杏鲍菇","114.72","2","11.3"
"JSNC9WDKIF","香杏丁蘑(干，大)","257","0.2","53.9"
"JSNC9WDKIF","香杏片口蘑(干)","252","1.5","37.6"
"JSNC9WDKIF","享多多 牛肝菌(香辣味)","372.85","28.1","15.3"
"JSNC9WDKIF","小菜一碟裙带菜","42.3","2.2","2.7"
"JSNC9WDKIF","新美香 什锦蘑菇","52.58","0.7","8.3"
"JSNC9WDKIF","信浓高原 盐水金针菇","99","0","21.4"
"JSNC9WDKIF","星贝 羊栖菜","60.95","1.3","6.8"
"JSNC9WDKIF","杏鲍菇","35","0.1","8.3"
"JSNC9WDKIF","血红菇(干)","313","6.7","56"
"JSNC9WDKIF","雅玛屋一品海藻丝","40.39","0.6","6"
"JSNC9WDKIF","燕之坊银耳","210.09","1.5","35.1"
"JSNC9WDKIF","羊肚菌","321","7.1","43.7"
"JSNC9WDKIF","洋琪 中华海草","96.08","3.9","12.5"
"JSNC9WDKIF","宜兰三星蒜香辣珍菇","228","16.4","17.6"
"JSNC9WDKIF","银耳(干)","261","1.4","67.3"
"JSNC9WDKIF","裕伟精选蘑菇片","23.08","0","3.08"
"JSNC9WDKIF","元蘑(干)","245","1.5","70.3"
"JSNC9WDKIF","掌状红皮藻","263.86","1.3","44.8"
"JSNC9WDKIF","珍珠白蘑(干)","258","0.7","56.3"
"JSNC9WDKIF","榛蘑(干)","178","3.7","31.9"
"JSNC9WDKIF","榛蘑(水发)","53","1.1","9.4"
"JSNC9WDKIF","竹荪(干)","248","3.1","60.3"
"JSNC9WDKIF","紫菜(干)","250","1.1","44.1"
"JSNC9WDKIF","Champignons","33.46","1","5"
"JSNC9WDKIF","Select佳之选  Select 佳之选 岩海苔","559","51.8","20.8"
"JSNC9WDKIF","sunwatch 日食 滑子菇罐头","14.82","0.15","1.9"
"JSNC9WDKIF","UMINOHO 寿司紫菜","288","0","35.7"
"LKCBB2LDMG","巴黎贝甜 谷物酸奶乳酸菌饮料","89.39","3.8","10.5"
"LKCBB2LDMG","芭蔻玛 迷娜欧式香浓牛奶(特浓)","106.12","4","14.7"
"LKCBB2LDMG","爸爸 香浓三合一即溶白咖啡(原味)","469.17","17.7","74.3"
"LKCBB2LDMG","超级 TEASUSU奶茶","410","8.8","76.5"
"LKCBB2LDMG","纯萃 純萃。喝 濃厚系 醇乳奶茶","63.7","1.7","12"
"LKCBB2LDMG","纯萃 純萃。喝 濃厚系 深焙奶茶","66.6","2.1","10"
"LKCBB2LDMG","达美 橙味酸奶饮品","73.61","0.6","15.4"
"LKCBB2LDMG","东远 香蕉味牛奶饮料(韩国原装进口)","73.99","3.17","9.13"
"LKCBB2LDMG","豆禾纯植物奶(非转基因大豆)","57","3","4"
"LKCBB2LDMG","古城 原味酸牛奶饮品","44.22","1","7.7"
"LKCBB2LDMG","光明 植物活力 植物乳杆菌","63.1","0","14.5"
"LKCBB2LDMG","光明 Hi优果粒 果粒酸牛奶饮品(奇异果+青苹果)","39.91","1.3","5.9"
"LKCBB2LDMG","韩国 三育发芽玄米豆奶","64.05","1","10.6"
"LKCBB2LDMG","好+1核桃牛奶复核蛋白饮品","40.63","1.3","4"
"LKCBB2LDMG","核桃乳(儿童型)","44","2.1","5.5"
"LKCBB2LDMG","花花牛 优e活菌乳酸菌饮料","51.38","1","9.2"
"LKCBB2LDMG","辉山爽哈哈原味","31","0.7","5"
"LKCBB2LDMG","惠尔康 谷粒谷力玉米南瓜浓浆","43.79","0.8","8"
"LKCBB2LDMG","活力宝(乳酸菌饮料)","35","0","6"
"LKCBB2LDMG","金车 健酪 乳酸饮料(蓝莓口味)","42","0","10"
"LKCBB2LDMG","九九缘豆号植物乳酸菌草莓味","35.85","1","6"
"LKCBB2LDMG","柯林滤泡式咖啡双耳随身包蓝山风味","406","6.8","68.7"
"LKCBB2LDMG","科迪鲜鲜果乳","39","0.5","8"
"LKCBB2LDMG","可尔必思 香柚风味乳酸饮料","246.67","0","61.33"
"LKCBB2LDMG","快鹿可可牛奶饮品","43.98","1.4","6.4"
"LKCBB2LDMG","蓝钻石 香草杏仁奶(无糖)","12.5","1.04","0.83"
"LKCBB2LDMG","蓝钻石 香草椰汁杏仁奶(甜味)","29.17","1.25","4.17"
"LKCBB2LDMG","蓝钻石 椰汁杏仁奶(无糖)","18.75","1.46","0.83"
"LKCBB2LDMG","蓝钻石 BLUEALMONDBREEZEUNSWEETENED","12.5","1.04","0.42"
"LKCBB2LDMG","李子园 绿豆奶场之绿豆牛奶复合蛋白饮品","31.64","1.6","3.32"
"LKCBB2LDMG","粒粒果奶饮料","30","0.6","5.1"
"LKCBB2LDMG","麦尔克养优乳酸菌饮品","13.62","0","2.3"
"LKCBB2LDMG","妙恋  妙恋红黄白绿黑绿豆奶昔","44.22","1","7.7"
"LKCBB2LDMG","妙恋  妙恋红黄白绿黑糯米奶昔","44.22","1","7.7"
"LKCBB2LDMG","明太郎红枣+牛奶乳酸菌饮品","63.58","1.4","10.8"
"LKCBB2LDMG","摩尔农庄 纯天然核桃乳","33.46","1.2","5"
"LKCBB2LDMG","南阳GT豆奶1/2卡路里(蛋白味)","31.05","1.47","1.84"
"LKCBB2LDMG","强人 乳酸菌","38","0","8.5"
"LKCBB2LDMG","巧克力豆奶","39","0.5","5.8"
"LKCBB2LDMG","三育豆奶 黑豆核桃杏仁味","69.23","2.05","8.72"
"LKCBB2LDMG","沙漠之花杏仁露","33.22","2.7","1.4"
"LKCBB2LDMG","山花 麦香奶乳饮料","38.96","1.2","6"
"LKCBB2LDMG","山花 酸酸乳乳饮料(草莓味)","38.96","1.2","6"
"LKCBB2LDMG","圣可 橙味牛奶饮料","25.1","0","5.7"
"LKCBB2LDMG","圣可 红果牛奶饮料","23.18","0","5.4"
"LKCBB2LDMG","酸乳饮料","54","1.3","9.4"
"LKCBB2LDMG","统一 生机有机燕麦奶","49","0.9","9.2"
"LKCBB2LDMG","统一麦香舞鹤奶茶","36","0.69","7.1"
"LKCBB2LDMG","旺旺益纤多益生菌发酵乳酸味饮料(菠萝味)","47.8","0","10"
"LKCBB2LDMG","唯怡 双蛋白平衡乳","51.86","1.4","8.7"
"LKCBB2LDMG","维他 奶(北海道密瓜味)","43","1.4","6.3"
"LKCBB2LDMG","维他 奶(麦香)","53.3","1.3","8.5"
"LKCBB2LDMG","维他 奶巧克力豆奶饮料","56.98","1.52","9.12"
"LKCBB2LDMG","维他 奶香芋豆奶饮料","55.04","1.36","8.72"
"LKCBB2LDMG","维他 奶燕麦味五谷杂粮蛋白饮品","42.54","1.5","6.2"
"LKCBB2LDMG","味全 资优奶(苹果乳饮品)","65","1.6","11"
"LKCBB2LDMG","喜乐(乳酸饮料)","53","0.2","11.8"
"LKCBB2LDMG","夏进 益酸乳乳味饮料之雪梨味","27.49","0.7","4.7"
"LKCBB2LDMG","夏进杏仁牛奶蛋白饮品","42.07","1.3","6.5"
"LKCBB2LDMG","小浣熊 开味乳乳饮品","65.73","0","15.2"
"LKCBB2LDMG","新希望 活润 新希望活益多乳酸菌饮料(原味)","71.94","0","16.5"
"LKCBB2LDMG","新希望 雪兰 雪兰新希望原浆核桃花生乳","57.6","2.6","7.4"
"LKCBB2LDMG","新希望原浆核桃花生乳","39.91","1.2","6"
"LKCBB2LDMG","星巴克 卡布奇诺","29.59","1.48","2.33"
"LKCBB2LDMG","旭洋大豆发酵乳酸菌饮品(蓝莓味)","69.31","1.5","9.1"
"LKCBB2LDMG","燕塘 高钙低脂牛奶饮品","44.46","1.4","4.7"
"LKCBB2LDMG","燕塘黑牛奶饮品(牛奶+黑芝麻+黑米+黑豆)","66.68","2.4","9.2"
"LKCBB2LDMG","燕塘酸奶饮品(瓶装)","57.84","1.3","10.2"
"LKCBB2LDMG","燕塘甜牛奶饮品","68.12","3.1","7.6"
"LKCBB2LDMG","阳春羊乳饮品(草莓味)","33.94","1","5.2"
"LKCBB2LDMG","阳春羊乳饮品(原味)","33.94","1","5.2"
"LKCBB2LDMG","养味 无糖型酸乳菌饮品","20.32","0","4"
"LKCBB2LDMG","椰国椰子汁(果肉)","44.22","1.3","7.2"
"LKCBB2LDMG","椰龙果肉椰子汁","44.46","1.6","7.1"
"LKCBB2LDMG","椰树 果肉椰汁","48.28","2","6.8"
"LKCBB2LDMG","伊利 优酸乳(哈密瓜味)","40.15","1.2","6"
"LKCBB2LDMG","伊藤园 乳酸菌牛奶饮品","51","0","12.05"
"LKCBB2LDMG","银鹭 花生牛奶蛋白饮料","46.85","1.8","6.5"
"LKCBB2LDMG","银鹭 牛奶花生复合蛋白饮品","114.5","5.5","14"
"LKCBB2LDMG","银鹭麦香牛奶复合蛋白饮料","62.14","2.2","8"
"LKCBB2LDMG","永和 黑豆乳饮料","52.34","1.6","7.7"
"LKCBB2LDMG","悦家 D3健钙酸奶饮品(草莓味)","37.05","0","7.5"
"LKCBB2LDMG","悦家 D3健钙酸奶饮品(清香菠萝)","37.05","0","7.5"
"LKCBB2LDMG","中绿粗粮王 粗粮奶优五谷牛奶浓浆","58.8","1.5","9.8"
"LKCBB2LDMG","专一 南瓜乳","394.36","4.6","87.6"
"LKCBB2LDMG","卓德 脱脂含乳饮品(覆盆子口味)","79.83","0","17.3"
"LKCBB2LDMG","祖名玫瑰红枣豆乳","62.14","2.3","7.5"
"LKCBB2LDMG","Almond 杏仁奶","24","1.2","3.2"
"LKCBB2LDMG","ASEED 牛奶咖啡","42.07","0.8","8.1"
"LKCBB2LDMG","BIOES有机燕麦杏仁奶","70","3.1","8"
"LKCBB2LDMG","drinho 豆奶","47","1","7.5"
"LKCBB2LDMG","Lactasoy力大狮 Lactasoy soymilk (原味豆奶)","86.67","3.67","10.67"
"LKCBB2LDMG","Living Harvest Tempt大麻仁奶(无糖香草味)","33.33","3.33","0.42"
"LKCBB2LDMG","MAX TEA TARIK 美诗泡泡奶茶","420","9.6","78.8"
"LKCBB2LDMG","PARADE 牛奶蛋泡饮料","52.1","0.9","10.6"
"LKCBB2LDMG","Silk天然原味杏仁奶","25","1.04","3.33"
"LKCBB2LDMG","Suzie's 藜麦奶(香草味)","42.19","0.42","8.44"
"LKCBB2LDMG","WAKODO和光堂  和光堂 wakodo 宝宝乳酸菌饮料","35","0","8.7"
"LKCBB2LDMG","WESTSOY韦斯 韦斯豆奶(淡)","37.52","1.9","2.1"
"LKCBB2LDMG","ふくれん豆乳饮料(麦芽咖啡味)","27","1.4","1.4"
"NP8Z3NMATH","7-ELEVEN 7-11御饭团(酱烧鳗口味)","187.9","6.7","26.4"
"NP8Z3NMATH","八宝粥(亲亲牌)","76","4","8.8"
"NP8Z3NMATH","包子(三鲜馅)","223","8.6","29.1"
"NP8Z3NMATH","包子(猪肉馅)","227","10","30.3"
"NP8Z3NMATH","餐包","284","1.2","58.7"
"NP8Z3NMATH","超群 云吞","181","10.9","8.7"
"NP8Z3NMATH","炒饭","188","5.6","31.7"
"NP8Z3NMATH","顶味 鸡蛋面","358.04","2","72"
"NP8Z3NMATH","顶味 荞麦挂面","340.19","1.5","70"
"NP8Z3NMATH","豆沙","247","1.9","52.7"
"NP8Z3NMATH","多维面包","316","8.4","51.3"
"NP8Z3NMATH","方便面","473","21.1","61.6"
"NP8Z3NMATH","粉皮","62","0.3","15"
"NP8Z3NMATH","粉丝(干)","338","0.2","83.7"
"NP8Z3NMATH","粉条(干)","338","0.1","84.2"
"NP8Z3NMATH","甘薯粉","336","0.2","80.9"
"NP8Z3NMATH","干豇豆(煮)","133","0.6","24"
"NP8Z3NMATH","挂面","353","0.9","75.1"
"NP8Z3NMATH","挂面(精制龙须面)","348","0.5","74.7"
"NP8Z3NMATH","桂花藕粉","344","0.1","85.3"
"NP8Z3NMATH","果料面包","279","2.1","57"
"NP8Z3NMATH","海鲜味方便面(面饼+调味料+油料)","451","19.2","60.1"
"NP8Z3NMATH","河粉(干)","359","1.5","79.2"
"NP8Z3NMATH","黑芝麻汤圆","311","13.8","46.2"
"NP8Z3NMATH","红豆沙","244","0.1","57.1"
"NP8Z3NMATH","红豆馅","261","0.2","61.7"
"NP8Z3NMATH","红烧牛肉方便面(面饼+调味料+蔬菜+肉酱)","447","17.9","64"
"NP8Z3NMATH","花卷","214","1","45.6"
"NP8Z3NMATH","桦榕面包","329","7.5","56.6"
"NP8Z3NMATH","黄油面包","331","8.7","55.6"
"NP8Z3NMATH","鸡汁味干脆面(面饼+调味料)","505","27","55.2"
"NP8Z3NMATH","嘉顿 生命面包 450g","284.44","4.44","49.78"
"NP8Z3NMATH","煎饼","354","0.7","83.8"
"NP8Z3NMATH","饺子(三鲜馅)","240","12.3","26.6"
"NP8Z3NMATH","饺子(猪肉韭菜馅)","250","14.4","26"
"NP8Z3NMATH","饺子(猪肉芹菜馅)","253","16.8","22.1"
"NP8Z3NMATH","饺子(猪肉香菇馅)","231","15.3","12.6"
"NP8Z3NMATH","饺子/馄饨(半荤)","223","9.1","31.1"
"NP8Z3NMATH","饺子/馄饨(荤馅)","267","15.4","23.8"
"NP8Z3NMATH","饺子/馄饨(素馅)","198","5.6","32.7"
"NP8Z3NMATH","今麦郎辣煌尚四川麻辣牛肉味方便面","525.81","20","61"
"NP8Z3NMATH","韭菜合子","211","11.3","21.7"
"NP8Z3NMATH","烤麸","121","0.3","9.3"
"NP8Z3NMATH","烤红薯","90","4.1","20.71"
"NP8Z3NMATH","可迪全乐 意大利通心粉","360","1.5","75.2"
"NP8Z3NMATH","空锅饼","278","0.2","60.9"
"NP8Z3NMATH","烙饼","258","2.3","52.9"
"NP8Z3NMATH","乐斯美面包","333","2.8","68.6"
"NP8Z3NMATH","凉面","167","1.7","33.3"
"NP8Z3NMATH","马铃薯粉","340","0.5","77.4"
"NP8Z3NMATH","麦当劳 吉士汉堡包","293.14","11.8","31.1"
"NP8Z3NMATH","麦可麦 燕麦片","358.51","7.5","60"
"NP8Z3NMATH","麦维面包","270","4.7","48.6"
"NP8Z3NMATH","馒头","223","1.1","47"
"NP8Z3NMATH","曼可顿 粗粮吐司面包","246.89","3.5","43.5"
"NP8Z3NMATH","曼可顿 全麦高纤维面包","242.83","1.6","42"
"NP8Z3NMATH","蒙尔司 年糕(低糖桂花年糕)","156","0.6","34.7"
"NP8Z3NMATH","糜子米(炒米)","376","2.6","80.5"
"NP8Z3NMATH","米饭","116","0.3","25.9"
"NP8Z3NMATH","米粉(干)","349","0.8","85.8"
"NP8Z3NMATH","面包","313","5.1","58.6"
"NP8Z3NMATH","面包条(白)","283","5.2","51.1"
"NP8Z3NMATH","面筋(肉馅)","364","33.2","0.1"
"NP8Z3NMATH","面条(标准粉，切面)","283","1.6","59.5"
"NP8Z3NMATH","面条(干切面)","355","0.1","77.7"
"NP8Z3NMATH","面条(生)","301","0.6","65.6"
"NP8Z3NMATH","魔芋精粉","186","0.1","78.8"
"NP8Z3NMATH","牛角面包","378","14.3","55"
"NP8Z3NMATH","培根汉堡(夹熏肉，奶酪，加调料酱)","311","18.9","19"
"NP8Z3NMATH","葡萄干面包","260","3.7","50.1"
"NP8Z3NMATH","全麦面包","254","3.55","43.1"
"NP8Z3NMATH","热干面","153","2.4","28.7"
"NP8Z3NMATH","赛百味 subway白面包(6 inch)","281.69","2.82","53.52"
"NP8Z3NMATH","三明治(夹火腿、干酪)","244","10.6","22.9"
"NP8Z3NMATH","三明治(夹鸡蛋、干酪)","234","13.3","17.8"
"NP8Z3NMATH","烧饼(加糖)","298","2.1","62.7"
"NP8Z3NMATH","水面筋(泡发后)","142","0.1","12.3"
"NP8Z3NMATH","私房小厨苡仁粉","449","17","65"
"NP8Z3NMATH","思念 北方家常水饺(猪肉韭菜)","199.57","8.3","22.3"
"NP8Z3NMATH","思念 奶香馒头","267.69","0.5","58"
"NP8Z3NMATH","豌豆粉丝","368","0","91.7"
"NP8Z3NMATH","维生素面包","279","5.6","48.6"
"NP8Z3NMATH","无糖藕粉","373","0","93"
"NP8Z3NMATH","咸面包","275","3.9","51"
"NP8Z3NMATH","小麦粉(标准粉)","362","2.5","70.9"
"NP8Z3NMATH","小米粥","46","0.7","8.4"
"NP8Z3NMATH","椰圈面包","320","4.8","59.9"
"NP8Z3NMATH","伊田面馆 .乌冬面","137.9","0.3","28.6"
"NP8Z3NMATH","伊田面馆 拉面","167.78","0.86","33.6"
"NP8Z3NMATH","意大利面(通心粉)","351","0.1","75.8"
"NP8Z3NMATH","油饼","403","22.9","42.4"
"NP8Z3NMATH","油面筋","492","25.1","40.4"
"NP8Z3NMATH","油条","388","17.6","51"
"NP8Z3NMATH","莜麦面","391","8.6","67.7"
"NP8Z3NMATH","玉米面(黄)","350","1.5","78.4"
"NP8Z3NMATH","煮面条","107","0.4","22.8"
"NP8Z3NMATH","煮芋头","60","0.1","13"
"NP8Z3NMATH","RiverMill 味出道黑麦土司","317.88","7.5","52.2"
"NP8Z3NMATH","shany奶油面包","390","12","64"
"NP8Z3NMATH","WHOLE WHEAT面包片","250","3.57","46.43"
"QG5OZA15Y4","安佳 黄油","738.53","82.9","0.6"
"QG5OZA15Y4","奥尼 葡萄籽油","813.58","92","0"
"QG5OZA15Y4","奥尼 特级初榨橄榄油","804.73","91","0"
"QG5OZA15Y4","百一 特级初榨橄榄油","822","91.3","0"
"QG5OZA15Y4","卜蜂莲花大豆油","884.32","100","0"
"QG5OZA15Y4","菜籽油","899","99.9","0"
"QG5OZA15Y4","茶油","899","99.9","0"
"QG5OZA15Y4","崔字牌黑芝麻油","884.32","100","0"
"QG5OZA15Y4","大麻油","899","99.9","0"
"QG5OZA15Y4","刀唛 玉米油","884.32","100","0"
"QG5OZA15Y4","豆油","899","99.9","0"
"QG5OZA15Y4","帆船 牌特级初榨橄榄油FRAGATA","898","100","0"
"QG5OZA15Y4","凤鸟 椰子油","878.59","100","0"
"QG5OZA15Y4","福临门 玉米油 (非转基因)","884.32","100","0"
"QG5OZA15Y4","富味乡 黑麻油","897.94","99.7","0"
"QG5OZA15Y4","盖娅 卡拉玛塔DOP级特级初榨橄榄油","884.32","100","0"
"QG5OZA15Y4","橄榄油","899","99.9","0"
"QG5OZA15Y4","韩国不倒翁低脂肪橄榄黄油","360","40","0"
"QG5OZA15Y4","红花油","899","99.9","0"
"QG5OZA15Y4","胡麻油","900","100","0"
"QG5OZA15Y4","花生油","899","99.9","0"
"QG5OZA15Y4","皇家蒙特垒特级初榨橄榄油","799.87","93.33","0"
"QG5OZA15Y4","混合油(菜+棕)","900","99.9","0.1"
"QG5OZA15Y4","佳之选 橄榄油","823","91.4","0"
"QG5OZA15Y4","金城堡特级初榨橄榄油","883.9","100","0"
